number;ao;institution;odh_name;odh_id;address_hint;container_count;placement_type;geometry_status
174;САО;"ГБУ ""Автомобильные дороги САО""";Керамический проезд;753906080;пересечение Керамического проезда с ул.800 лет Москвы;1;особо значимые участки;odh_geometry_proxy
175;САО;"ГБУ ""Автомобильные дороги САО""";ул.Зарянова;3476410;Дубнинская ул., 24;2;особо значимые участки;no_odh_geometry_match
176;САО;"ГБУ ""Автомобильные дороги САО""";ул. Зарянова;3476410;Керамическкий пр-д, д.49;2;особо значимые участки;no_odh_geometry_match
177;САО;"ГБУ ""Автомобильные дороги САО""";ул. Дубнинская;3476410;ТПУ платформаДегунино;1;особо значимые участки;no_odh_geometry_match
178;САО;"ГБУ ""Автомобильные дороги САО""";Дубнинская улица;10002256;ул. Дубнинская, д. 12;1;особо значимые участки;odh_geometry_proxy
179;САО;"ГБУ ""Автомобильные дороги САО""";Дубнинская улица;10002256;ул. Дубнинская, д.52, к.1-5;1;особо значимые участки;odh_geometry_proxy
180;САО;"ГБУ ""Автомобильные дороги САО""";Дубнинская улица;10002256;ул. Дубнинская, д. 12;1;особо значимые участки;odh_geometry_proxy
181;САО;"ГБУ ""Автомобильные дороги САО""";Дубнинская улица;10002256;ул. Дубнинская, д. 30;1;особо значимые участки;odh_geometry_proxy
182;САО;"ГБУ ""Автомобильные дороги САО""";ул. Дубнинская;3476410;Керамический проезд д.77 корп.2;1;особо значимые участки;no_odh_geometry_match
183;САО;"ГБУ ""Автомобильные дороги САО""";3-й Лихачевский переулок;10002312;3-й Лихачевский пер.;1;особо значимые участки;odh_geometry_proxy
184;САО;"ГБУ ""Автомобильные дороги САО""";Авангардная улица;10002168;Авангардная ул., 15;1;особо значимые участки;odh_geometry_proxy
185;САО;"ГБУ ""Автомобильные дороги САО""";Кронштадский бульвар д.35А;2275130;Кронштадтский бульвар, 37;1;особо значимые участки;no_odh_geometry_match
186;САО;"ГБУ ""Жилищник района Головинский""";Ленинградское шоссе;2890359;Ленинградское шоссе, 58;1;особо значимые участки;no_odh_geometry_match
187;САО;"ГБУ ""Автомобильные дороги САО""";Лихоборская набережная;2890359;Лихоборская наб.;1;особо значимые участки;no_odh_geometry_match
188;САО;"ГБУ ""Автомобильные дороги САО""";Головинское шоссе;10002236;Головинское ш., вл. 1-3;1;особо значимые участки;odh_geometry_proxy
189;САО;"ГБУ ""Автомобильные дороги САО""";Нарвская улица;2890359;Нарвская ул. - Университет Гражданской Авиации;1;особо значимые участки;no_odh_geometry_match
190;САО;"ГБУ ""Автомобильные дороги САО""";Нарвская улица;2890359;ул.Нарвская, д.18;1;особо значимые участки;no_odh_geometry_match
191;САО;"ГБУ ""Автомобильные дороги САО""";"Площадь у станции метро ""Водный стадион""";4136841;ТПУ Водный стадион;1;особо значимые участки;no_odh_geometry_match
192;САО;"ГБУ ""Автомобильные дороги САО""";Пр-д от Кронштадского б-ра до ГИБДД (Смольная,6);4136841;Кронштадсткий б-р, д.33;1;особо значимые участки;no_odh_geometry_match
193;САО;"ГБУ ""Автомобильные дороги САО""";Проезд к колледжу (ул. Смольная, д. 10);4136841;Смольная улица, 10;1;особо значимые участки;no_odh_geometry_match
194;САО;"ГБУ ""Автомобильные дороги САО""";Пулковская улица;10002558;Пулковская ул.;1;особо значимые участки;odh_geometry_proxy
195;САО;"ГБУ ""Автомобильные дороги САО""";Пулковская улица;10002558;ул. Пулковская, д. 8;1;особо значимые участки;odh_geometry_proxy
196;САО;"ГБУ ""Автомобильные дороги САО""";Сенежская улица;10002576;Сенежская ул.,1 - Торговое училище;1;особо значимые участки;odh_geometry_proxy
197;САО;"ГБУ ""Автомобильные дороги САО""";Смольная улица;10002587;ул.Смольная, д.25;1;особо значимые участки;odh_geometry_proxy
198;САО;"ГБУ ""Автомобильные дороги САО""";Солнечногорская улица;10002589;Солнечногорская ул.,15 - Торговое училище;1;особо значимые участки;odh_geometry_proxy
199;САО;"ГБУ ""Автомобильные дороги САО""";Солнечногорская улица;10002589;ул. Солнечногорская, д.7;1;особо значимые участки;odh_geometry_proxy
200;САО;"ГБУ ""Автомобильные дороги САО""";Солнечногорский проезд;10002590;Солнечногорский пр-д, д.60;1;особо значимые участки;odh_geometry_proxy
201;САО;"ГБУ ""Автомобильные дороги САО""";"ТПУ ""Моссельмаш"" (Головинский район)";3476410;ТПУ Моссельмаш;1;особо значимые участки;no_odh_geometry_match
202;САО;"ГБУ ""Автомобильные дороги САО""";2-й лихачёвский переулок;903820014;НАМИ;1;особо значимые участки;odh_geometry_proxy
203;САО;"ГБУ ""Автомобильные дороги САО""";Ленинградское шоссе;2890359;Ленинградское шоссе 88;1;особо значимые участки;no_odh_geometry_match
204;САО;"ГБУ ""Автомобильные дороги САО""";2-й лихачёвский переулок;10002412;2-й Лихачёвский переулок д.8;1;особо значимые участки;no_odh_geometry_match
205;САО;"ГБУ ""Автомобильные дороги САО""";Флотская улица д. 27 (территория ярмарки выходного дня);3476410;ул.Зеленоградская, д.11;1;особо значимые участки;no_odh_geometry_match
206;САО;"ГБУ ""Автомобильные дороги САО""";Проезд от Коровинского шоссе и разворотный круг у ТЭЦ-21;10002501;Ижорская ул.;1;особо значимые участки;odh_geometry_proxy
207;САО;"ГБУ ""Автомобильные дороги САО""";Проезд от Коровинского шоссе и разворотный круг у ТЭЦ-21;10002501;Коровинского шоссе (ТЭЦ-21);1;особо значимые участки;odh_geometry_proxy
208;САО;"ГБУ ""Автомобильные дороги САО""";Проезд от Коровинского шоссе и разворотный круг у ТЭЦ-21;10002501;Ижорская ул.;1;особо значимые участки;odh_geometry_proxy
209;САО;"ГБУ ""Автомобильные дороги САО""";Карельский б-р. (Аллея Славы);697450;Карельский бульвар д. 5 тротуар;1;особо значимые участки;no_odh_geometry_match
210;САО;"ГБУ ""Автомобильные дороги САО""";Проезд от Коровинского шоссе до ул. Лобненская;4136841;Коровинское ш. д. 36А тротуар;1;особо значимые участки;no_odh_geometry_match
211;САО;"ГБУ ""Автомобильные дороги САО""";Автобусный круг у платформы Ховрино;753913983;Ст. Ховрино (выс.);1;особо значимые участки;odh_geometry_proxy
212;САО;"ГБУ ""Автомобильные дороги САО""";Базовская ул.;10002175;«Школа» Базовская 22;1;особо значимые участки;odh_geometry_proxy
213;САО;"ГБУ ""Автомобильные дороги САО""";Базовская ул.;10002175;«Школа» Базовская 20;1;особо значимые участки;odh_geometry_proxy
214;САО;"ГБУ ""Автомобильные дороги САО""";Базовская ул.;10002175;«Базовская 4» Базовская 4 к 1;1;особо значимые участки;odh_geometry_proxy
215;САО;"ГБУ ""Автомобильные дороги САО""";Базовская ул.;10002175;«Базовская 4» Базовская 6/27;1;особо значимые участки;odh_geometry_proxy
216;САО;"ГБУ ""Автомобильные дороги САО""";Верхнелихоборская ул.;10002175;М. Верхние Лихоборы;1;особо значимые участки;odh_geometry_proxy
217;САО;"ГБУ ""Автомобильные дороги САО""";Краснополянская улица;754379531;Краснополянская улица, 16/2 к.1;1;особо значимые участки;odh_geometry_proxy
218;САО;"ГБУ ""Автомобильные дороги САО""";Талдомская улица;10002601;Талдомская улица, 17 к.1;1;особо значимые участки;odh_geometry_proxy
219;САО;"ГБУ ""Автомобильные дороги САО""";ТПУ Моссельмаш;3476410;Платф. Моссельмаш (пос.);1;особо значимые участки;no_odh_geometry_match
220;САО;"ГБУ ""Автомобильные дороги САО""";ул. Бусиновская горка;3476410;Бусиновская горка д. 1;1;особо значимые участки;no_odh_geometry_match
221;САО;"ГБУ ""Автомобильные дороги САО""";ул. Весенняя;3476410;Весенняя ул. 10;1;особо значимые участки;no_odh_geometry_match
222;САО;"ГБУ ""Автомобильные дороги САО""";Весенняя ул.;10002175;Весенняя 20;1;особо значимые участки;odh_geometry_proxy
223;САО;"ГБУ ""Автомобильные дороги САО""";Весенняя ул.;10002175;Весенняя 21;1;особо значимые участки;odh_geometry_proxy
224;САО;"ГБУ ""Автомобильные дороги САО""";Проезд от ул. Базовская 3с.1 до ул. Базовская 15к.11 (пр. пр. 4370);753970186;«Базовская 17» Базовская 17;1;особо значимые участки;odh_geometry_proxy
225;САО;"ГБУ ""Автомобильные дороги САО""";Проезд от ул. Базовская 3с.1 до ул. Базовская 15к.11 (пр. пр. 4370);753970186;«Базовская 17» Базовская 15 к 11;1;особо значимые участки;odh_geometry_proxy
226;САО;"ГБУ ""Автомобильные дороги САО""";Проезд от ул. Базовская 3с.1 до ул. Базовская 15к.11 (пр. пр. 4370;4136841;«ЖК на Базовской» Базовская 15 к 5;1;особо значимые участки;no_odh_geometry_match
227;САО;"ГБУ ""Автомобильные дороги САО""";Проезд от ул. Базовская 3с.1 до ул. Базовская 15к.11 (пр. пр. 4370;4136841;«ЖК на Базовской» Базовская 15 к 4;1;особо значимые участки;no_odh_geometry_match
228;САО;"ГБУ ""Автомобильные дороги САО""";Проезд от ул. Базовская 3с.1 до ул. Базовская 15к.11 (пр. пр. 4370;4136841;«Базовский парк» Базовская 15 к 1;1;особо значимые участки;no_odh_geometry_match
229;САО;"ГБУ ""Автомобильные дороги САО""";Проезд от ул. Базовская 3с.1 до ул. Базовская 15к.11 (пр. пр. 4370);753970186;«Базовский парк» Базовская 15 к 15;1;особо значимые участки;odh_geometry_proxy
230;САО;"ГБУ ""Автомобильные дороги САО""";ул. И. Сусанина;3476410;Ул. Ивана Сусанина,10А;1;особо значимые участки;no_odh_geometry_match
231;САО;"ГБУ ""Автомобильные дороги САО""";ул. И. Сусанина;3476410;Ул. Ивана Сусанина, 6 к 2;1;особо значимые участки;no_odh_geometry_match
232;САО;"ГБУ ""Автомобильные дороги САО""";ул. И. Сусанина;3476410;Ул. Ивана Сусанина, 6 к 1;1;особо значимые участки;no_odh_geometry_match
233;САО;"ГБУ ""Автомобильные дороги САО""";улица Ивана Сусанина;754384317;«Областная детская больница» Ивана Сусанина 4 к 1;1;особо значимые участки;odh_geometry_proxy
234;САО;"ГБУ ""Автомобильные дороги САО""";улица Ивана Сусанина;754384317;«Областная детская больница» Ивана Сусанина 2 стр 4;1;особо значимые участки;odh_geometry_proxy
235;САО;"ГБУ ""Автомобильные дороги САО""";Автобусный круг «Ховрино»;753913983;ТПУ «Грачевская»;1;особо значимые участки;odh_geometry_proxy
236;САО;"ГБУ ""Автомобильные дороги САО""";Автобусный круг «Ховрино»;753913983;ТПУ «Грачевская»;1;особо значимые участки;odh_geometry_proxy
237;САО;"ГБУ ""Автомобильные дороги САО""";ул. Краснополянская;3476410;Краснополянская ул.;1;особо значимые участки;no_odh_geometry_match
238;САО;"ГБУ ""Автомобильные дороги САО""";ул. М. Федоренко;3476410;Ул. Марш. Федоренко, 2;1;особо значимые участки;no_odh_geometry_match
239;САО;"ГБУ ""Автомобильные дороги САО""";ул. М. Федоренко;3476410;Универсам;1;особо значимые участки;no_odh_geometry_match
240;САО;"ГБУ ""Автомобильные дороги САО""";ул. Пяловская;3476410;Пяловская ул., 20;1;особо значимые участки;no_odh_geometry_match
241;САО;"ГБУ ""Автомобильные дороги САО""";ул. Талдомская;3476410;Талдомская ул.;1;особо значимые участки;no_odh_geometry_match
242;САО;"ГБУ ""Автомобильные дороги САО""";ул. Талдомская;3476410;Школа им. Л.М. Доватора;1;особо значимые участки;no_odh_geometry_match
243;САО;"ГБУ ""Автомобильные дороги САО""";улица Бусиновская Горка;754383400;улица Бусиновская Горка, 13;1;особо значимые участки;odh_geometry_proxy
244;САО;"ГБУ ""Автомобильные дороги САО""";улица Ивана Сусанина;754384317;улица Ивана Сусанина, 10 (напротив);1;особо значимые участки;odh_geometry_proxy
245;САО;"ГБУ ""Автомобильные дороги САО""";улица Маршала Федоренко;10002613;улица Маршала Федоренко, 15 с.1;1;особо значимые участки;odh_geometry_proxy
246;САО;"ГБУ ""Автомобильные дороги САО""";3-й Новомихалковсккий переулок;12052162;3-Новомихалковсккий пер., д.3А;1;особо значимые участки;no_odh_geometry_match
247;САО;"ГБУ ""Жилищник района Коптево""";бульвар Матроса Железняка;10002342;бульвар Матроса Железняка д.18;1;особо значимые участки;odh_geometry_proxy
248;САО;"ГБУ ""Автомобильные дороги САО""";Коптевская улица;10002285;ул. Коптевская 65, 20;1;особо значимые участки;odh_geometry_proxy
249;САО;"ГБУ ""Автомобильные дороги САО""";Коптевская улица;10002285;Коптевская, 24;1;особо значимые участки;odh_geometry_proxy
250;САО;"ГБУ ""Автомобильные дороги САО""";Коптевский бульвар;10002288;Коптевский бульвар, 5, с. 3, 21, 24, стр. 11;1;особо значимые участки;odh_geometry_proxy
251;САО;"ГБУ ""Автомобильные дороги САО""";Новомихалковский 4-й проезд;10002357;4-й Новомихалковский пр., 3, 6, с. 1, 23/11, 12;1;особо значимые участки;odh_geometry_proxy
252;САО;"ГБУ ""Автомобильные дороги САО""";Новомихалковский 4-й проезд;10002357;Пересечение 4 -й новомихалковского проезда и проезда Черепановых;1;особо значимые участки;odh_geometry_proxy
253;САО;"ГБУ ""Автомобильные дороги САО""";Приорова ул.;10002550;ул. Приорова, д. 2, 10;1;особо значимые участки;odh_geometry_proxy
254;САО;"ГБУ ""Жилищник района Коптево""";Проезд от ул.Новая Ипатовка к подстанции скорой помощи;4136841;Проезд от ул.Новая Ипатовка к подстанции скорой помощи;1;особо значимые участки;no_odh_geometry_match
255;САО;"ГБУ ""Автомобильные дороги САО""";проезд Черепановых;10002635;проезд Черепановых д.24;1;особо значимые участки;odh_geometry_proxy
256;САО;"ГБУ ""Автомобильные дороги САО""";Соболевский проезд;10002588;Коптевская, 18, влд. 24, 3-й Михалковский пер. 22, 15,ул. Михалковская, д. 13, корп. 1;1;особо значимые участки;odh_geometry_proxy
257;САО;"ГБУ ""Автомобильные дороги САО""";Соболевский проезд;10002588;Соболевский пр-д, д.20;1;особо значимые участки;odh_geometry_proxy
258;САО;"ГБУ ""Автомобильные дороги САО""";"ТПУ ""Красный балтиец""";3476410;Космонавта Волкова улица, 18;1;особо значимые участки;no_odh_geometry_match
259;САО;"ГБУ ""Автомобильные дороги САО""";"ТПУ ""Красный балтиец""";3476410;Космонавта Волкова улица, 18;1;особо значимые участки;no_odh_geometry_match
260;САО;"ГБУ ""Автомобильные дороги САО""";улица Новая Ипатовка;10002369;улица Новая Ипатовка д.5с2;1;особо значимые участки;odh_geometry_proxy
261;САО;"ГБУ ""Автомобильные дороги САО""";ТПУ Речной вокзал Жилищник Левобережный;757159046;Фестивальная улица, 11;1;особо значимые участки;odh_geometry_proxy
262;САО;"ГБУ ""Автомобильные дороги САО""";ТПУ Речной вокзал Жилищник Левобережный;757159046;Посадочная площадка 1;1;особо значимые участки;odh_geometry_proxy
263;САО;"ГБУ ""Автомобильные дороги САО""";ТПУ Речной вокзал Жилищник Левобережный;757159046;Посадочная площадка 2;1;особо значимые участки;odh_geometry_proxy
264;САО;"ГБУ ""Автомобильные дороги САО""";Проезд от Левобережной улицы до МКАД;10002457;Левобережная ул. 12;1;особо значимые участки;odh_geometry_proxy
265;САО;"ГБУ ""Жилищник района Левобережный""";Проезд от Левобережной улицы дл улицы Дыбенко;4136841;Левобережная ул. 12;1;особо значимые участки;no_odh_geometry_match
266;САО;"ГБУ ""Автомобильные дороги САО""";ТПУ Речной вокзал Жилищник Левобережный;757159046;Посадочная площадка 3;1;особо значимые участки;odh_geometry_proxy
267;САО;"ГБУ ""Автомобильные дороги САО""";Территория проезда вокруг Академии хорового искусства имени В.С. Попова;757152892;Фестивальная ул. 2;1;особо значимые участки;odh_geometry_proxy
268;САО;"ГБУ ""Автомобильные дороги САО""";Подъезд к дому №9 по Фестивальной улице (подъезд к ЗАГСу);4136841;Фестивальная ул. 5 с3;1;особо значимые участки;no_odh_geometry_match
269;САО;"ГБУ ""Автомобильные дороги САО""";Проезд от Левобережной улицы до улицы Дыбенко;10002507;Левобережная ул. 8 с1;1;особо значимые участки;odh_geometry_proxy
270;САО;"ГБУ ""Жилищник района Левобережный""";улица Белинского;3476410;Левобережная ул. 12А;1;особо значимые участки;no_odh_geometry_match
271;САО;"ГБУ ""Автомобильные дороги САО""";1-я Квесисская улица;10002274;1-я Квесисская, д.8;1;особо значимые участки;odh_geometry_proxy
272;САО;"ГБУ ""Автомобильные дороги САО""";1-я Хуторская улица;10002623;1-я Хуторская ул.;1;особо значимые участки;odh_geometry_proxy
273;САО;"ГБУ ""Автомобильные дороги САО""";2-й Хуторской переулок;718955464;2-я Хуторская, д.15;1;особо значимые участки;no_odh_geometry_match
274;САО;"ГБУ ""Автомобильные дороги САО""";2-я Квесисская улица;10002275;Бутырский рынок;1;особо значимые участки;odh_geometry_proxy
275;САО;"ГБУ ""Автомобильные дороги САО""";2-я Хуторская улица;10002624;Всероссийское Общество Слепых (нечетная сторона);1;особо значимые участки;odh_geometry_proxy
276;САО;"ГБУ ""Автомобильные дороги САО""";2-я Хуторская улица;10002624;Всероссийское Общество Слепых (четная сторона);1;особо значимые участки;odh_geometry_proxy
277;САО;"ГБУ ""Автомобильные дороги САО""";4-й Вятский переулок;10002233;4-й Вятский, д.39;1;особо значимые участки;odh_geometry_proxy
278;САО;"ГБУ ""Автомобильные дороги САО""";4-й Вятский переулок;10002233;8-я гор. б-ца;1;особо значимые участки;odh_geometry_proxy
279;САО;"ГБУ ""Автомобильные дороги САО""";Вятская улица;10002232;Д/к им. Горького;1;особо значимые участки;odh_geometry_proxy
280;САО;"ГБУ ""Автомобильные дороги САО""";Вятская улица;10002232;Метро Дмитровская;1;особо значимые участки;odh_geometry_proxy
281;САО;"ГБУ ""Автомобильные дороги САО""";Вятская улица;10002232;ул. Бутырская, д.17А;1;особо значимые участки;odh_geometry_proxy
282;САО;"ГБУ ""Автомобильные дороги САО""";Вятская улица;10002232;ул. Вятская, д.29;1;особо значимые участки;odh_geometry_proxy
283;САО;"ГБУ ""Автомобильные дороги САО""";Мирской переулок;10002346;Ул. Юннатов;1;особо значимые участки;odh_geometry_proxy
284;САО;"ГБУ ""Автомобильные дороги САО""";Писцовая ул.;4136841;ул. 2-я Бебеля;1;особо значимые участки;no_odh_geometry_match
285;САО;"ГБУ ""Автомобильные дороги САО""";Писцовая улица;10002404;Башиловская ул. - Гор. б-ца № 24;1;особо значимые участки;odh_geometry_proxy
286;САО;"ГБУ ""Автомобильные дороги САО""";Писцовая улица;10002404;ул. Писцовая, д.10;1;особо значимые участки;odh_geometry_proxy
287;САО;"ГБУ ""Автомобильные дороги САО""";Писцовая улица;10002404;ул.Писцовая, д.14А;1;особо значимые участки;odh_geometry_proxy
288;САО;"ГБУ ""Автомобильные дороги САО""";Писцовая улица;10002404;ул.Писцовая, д.7А;1;особо значимые участки;odh_geometry_proxy
289;САО;"ГБУ ""Автомобильные дороги САО""";Полтавская ул. - Пенсионный фонд;4136841;Полтавская ул. - Пенсионный фонд;1;особо значимые участки;no_odh_geometry_match
290;САО;"ГБУ ""Автомобильные дороги САО""";Полтавская улица;10002439;ул.Н.Масловка, д.16;1;особо значимые участки;odh_geometry_proxy
291;САО;"ГБУ ""Автомобильные дороги САО""";Старый Петровско-Разумовский проезд;10002386;"ООТ ""Поликлиника""";1;особо значимые участки;odh_geometry_proxy
292;САО;"ГБУ ""Автомобильные дороги САО""";Юннатов улица;4120413;ул. Юнатов, д.12;1;особо значимые участки;no_odh_geometry_match
293;САО;"ГБУ ""Автомобильные дороги САО""";;314949734;ТПУ Дмитровская;1;особо значимые участки;odh_geometry_proxy
294;САО;"ГБУ ""Автомобильные дороги САО""";2-я Песчаная ул.;10002482;2-я Песчаная ул.;1;особо значимые участки;odh_geometry_proxy
295;САО;"ГБУ ""Автомобильные дороги САО""";Новопесчаная ул.;2890359;К/т Ленинград;1;особо значимые участки;no_odh_geometry_match
296;САО;"ГБУ ""Автомобильные дороги САО""";Новопесчаная ул.;2890359;Новопесчаная ул., 3;1;особо значимые участки;no_odh_geometry_match
297;САО;"ГБУ ""Автомобильные дороги САО""";Песчаная пл.;2890359;Песчаная пл.;1;особо значимые участки;no_odh_geometry_match
298;САО;"ГБУ ""Автомобильные дороги САО""";Песчаная пл.;2890359;Песчаная пл. (выс.);1;особо значимые участки;no_odh_geometry_match
299;САО;"ГБУ ""Автомобильные дороги САО""";Песчаная ул.;2890359;Песчаная ул. д.10;1;особо значимые участки;no_odh_geometry_match
300;САО;"ГБУ ""Автомобильные дороги САО""";Проезд от Волоколамского шоссе к МГУПП;4136841;Волоколамское шоссе, 11;1;особо значимые участки;no_odh_geometry_match
301;САО;"ГБУ ""Автомобильные дороги САО""";Проезд от Ленинградского шоссе;4136841;Ленинградский проспект, 80, корпус Е;1;особо значимые участки;no_odh_geometry_match
302;САО;"ГБУ ""Автомобильные дороги САО""";Разворотный круг троллейбусов у метро Сокол;4136841;ТПУ Сокол;1;особо значимые участки;no_odh_geometry_match
303;САО;"ГБУ ""Автомобильные дороги САО""";ул. Константина Царева;3476410;Мост Победы - Студгородок;1;особо значимые участки;no_odh_geometry_match
304;САО;"ГБУ ""Автомобильные дороги САО""";Ул. Панфилова;3476410;Ул. Панфилова, 16;1;особо значимые участки;no_odh_geometry_match
305;САО;"ГБУ ""Автомобильные дороги САО""";ул. Песчаная;3476410;ул. Песчаная д.2;1;особо значимые участки;no_odh_geometry_match
306;САО;"ГБУ ""Автомобильные дороги САО""";ул. Сальвадора Альенде;3476410;Ул. Сальвадора Альенде;1;особо значимые участки;no_odh_geometry_match
307;САО;"ГБУ ""Автомобильные дороги САО""";Чапаевский пер.;4120413;Чапаевский пер, д.16;1;особо значимые участки;no_odh_geometry_match
308;САО;"ГБУ ""Автомобильные дороги САО""";Чапаевский пер.;4120413;Чапаевский пер., д.4;1;особо значимые участки;no_odh_geometry_match
309;САО;"ГБУ ""Автомобильные дороги САО""";Чапаевский пер.;4120413;Чапаевский пр.;1;особо значимые участки;no_odh_geometry_match
310;САО;"ГБУ ""Автомобильные дороги САО""";Дмитровский проезд;10002243;Дмитровский пр.;1;особо значимые участки;odh_geometry_proxy
311;САО;"ГБУ ""Автомобильные дороги САО""";Дмитровский путепровод;4119461;Дмитровский Путепрвод;1;особо значимые участки;no_odh_geometry_match
312;САО;"ГБУ ""Автомобильные дороги САО""";Лиственничная аллея;10002309;Лиственничная аллея, 3;1;особо значимые участки;odh_geometry_proxy
313;САО;"ГБУ ""Автомобильные дороги САО""";Пасечная улица;10002393;Пасечная ул.;1;особо значимые участки;odh_geometry_proxy
314;САО;"ГБУ ""Автомобильные дороги САО""";проезд Соломенной Сторожки;10002591;Пр. Соломенной Сторожки;1;особо значимые участки;odh_geometry_proxy
315;САО;"ГБУ ""Автомобильные дороги САО""";"Территория перед станцией метро ""Петровско-Разумовская""";3476410;Метро Петровско-Разумовская (пос.);1;особо значимые участки;no_odh_geometry_match
316;САО;"ГБУ ""Автомобильные дороги САО""";"ТПУ ""Петровско-Разумовская""";3476410;ТПУ Петровско-Разумовская;1;особо значимые участки;no_odh_geometry_match
317;САО;"ГБУ ""Автомобильные дороги САО""";"ТПУ ""Тимирязевская""";3476410;ТПУ Тимирязевская;1;особо значимые участки;no_odh_geometry_match
318;САО;"ГБУ ""Автомобильные дороги САО""";ТПУ Дмитровская;789338230;ТПУ Дмитровская;1;особо значимые участки;odh_geometry_proxy
319;САО;"ГБУ ""Автомобильные дороги САО""";ул. Всеволода Вишневского;3476410;Ул. Всеволода Вишневского;1;особо значимые участки;no_odh_geometry_match
320;САО;"ГБУ ""Автомобильные дороги САО""";ул. Вучетича;3476410;ул.Вучетича, д.21;1;особо значимые участки;no_odh_geometry_match
321;САО;"ГБУ ""Автомобильные дороги САО""";ул. Вучетича;3476410;ул.Вучетича, д.22;1;особо значимые участки;no_odh_geometry_match
322;САО;"ГБУ ""Автомобильные дороги САО""";ул. Дубки;3476410;Парк Дубки;1;особо значимые участки;no_odh_geometry_match
323;САО;"ГБУ ""Автомобильные дороги САО""";ул.Немчинова;3476410;ул. Немчингова, д.14;1;особо значимые участки;no_odh_geometry_match
324;САО;"ГБУ ""Автомобильные дороги САО""";Чуксин тупик;10002637;ТПУ Гражданская;1;особо значимые участки;odh_geometry_proxy
325;САО;"ГБУ ""Автомобильные дороги САО""";Клинская ул.;2275130;"ООТ ""Клинская ул."" ( д.7)";1;особо значимые участки;no_odh_geometry_match
326;САО;"ГБУ ""Автомобильные дороги САО""";Клинская ул.;2275130;"ООТ  ""Клинская ул. д. 19""";1;особо значимые участки;no_odh_geometry_match
327;САО;"ГБУ ""Автомобильные дороги САО""";Клинская ул.;2275130;"ООТ  ""Клинская ул. д. 19""  ( около д. 12)";1;особо значимые участки;no_odh_geometry_match
328;САО;"ГБУ ""Автомобильные дороги САО""";Клинская ул.;2275130;"ООТ "" Клинский проезд"" д. 2А к 7";1;особо значимые участки;no_odh_geometry_match
329;САО;"ГБУ ""Автомобильные дороги САО""";Петрозаводская 24 А;2890359;"ООТ  "" Петрозаводская ул.""";1;особо значимые участки;no_odh_geometry_match
330;САО;"ГБУ ""Автомобильные дороги САО""";Ляпидевского ул.;2890359;"ООТ  ""Дворец спорта  Динамо""";1;особо значимые участки;no_odh_geometry_match
331;САО;"ГБУ ""Автомобильные дороги САО""";Зеленоградская  ул.;697450;"ООТ  "" Метро Ховрино""";1;особо значимые участки;no_odh_geometry_match
332;САО;"ГБУ ""Автомобильные дороги САО""";Зеленоградская  ул.;697450;"ООТ "" Платформа Грачевская"" (со стороны ж/д)";1;особо значимые участки;no_odh_geometry_match
333;САО;"ГБУ ""Автомобильные дороги САО""";Зеленоградская  ул.;697450;"ООТ ""  Почта"" ( Зеленоградская 33к1)";1;особо значимые участки;no_odh_geometry_match
334;САО;"ГБУ ""Автомобильные дороги САО""";Дыбенко ул.;697450;"ООТ ""Метро Ховрино"" д.5А";1;особо значимые участки;no_odh_geometry_match
335;САО;"ГБУ ""Автомобильные дороги САО""";Дыбенко ул.;697450;"ООТ ""Метро Ховрино"" д. 42";1;особо значимые участки;no_odh_geometry_match
336;САО;"ГБУ ""Автомобильные дороги САО""";Дыбенко ул.;697450;"ООТ "" Дыбенко ул., д. 6"" ( магазин ""Мираторг"")";1;особо значимые участки;no_odh_geometry_match
337;САО;"ГБУ ""Автомобильные дороги САО""";Дыбенко ул.;697450;"ООТ ""Дыбенко ул., д. 28""";1;особо значимые участки;no_odh_geometry_match
338;САО;"ГБУ ""Автомобильные дороги САО""";Дыбенко ул.;697450;"ООТ ""Дыбенко ул., д. 28""";1;особо значимые участки;no_odh_geometry_match
339;САО;"ГБУ ""Автомобильные дороги САО""";Лавочкина ул.;2275130;"ООТ "" 15-й Таксомоторный парк""";1;особо значимые участки;no_odh_geometry_match
340;САО;"ГБУ ""Автомобильные дороги САО""";Лавочкина ул.;2275130;"ООТ "" Ул.Лавочкина""";1;особо значимые участки;no_odh_geometry_match
341;САО;"ГБУ ""Автомобильные дороги САО""";Лавочкина ул.;2275130;"ООТ "" Ул. Лавочкина , д. 54""";1;особо значимые участки;no_odh_geometry_match
342;САО;"ГБУ ""Автомобильные дороги САО""";Лавочкина ул.;2275130;"ООТ "" Ул.Лавочкина""";1;особо значимые участки;no_odh_geometry_match
343;САО;"ГБУ ""Автомобильные дороги САО""";Зеленоградская  ул.;697450;"ООТ "" Ул. Лавочкина , д. 54""";1;особо значимые участки;no_odh_geometry_match
344;САО;"ГБУ ""Автомобильные дороги САО""";1-й Магистральный тупик;10002332;1-й Магистральный тупик д.5;1;особо значимые участки;odh_geometry_proxy
345;САО;"ГБУ ""Автомобильные дороги САО""";2й Магистральный туп.;10002401;2й Магистральный туп. Д.5 А с.4;1;особо значимые участки;odh_geometry_proxy
346;САО;"ГБУ ""Автомобильные дороги САО""";2-й Хорошевский пр.;10002591;2-й Хорошевский пр. д. 3 А;1;особо значимые участки;odh_geometry_proxy
