id;name;fragments;old_queue_candidate;confidence;review_status;pdf_samples;red_score;blue_score;green_score;method_note
753252664;Нарвская улица (Войковский район);1;2;0.68;средняя уверенность;131;38;117;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002368;Нарвская улица (Головинский район);1;2;0.54;средняя уверенность;167;16;98;45;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
903722399;Нарвская улица, 2с37 автостоянка;1;1;0.37;низкая уверенность;25;19;12;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002371;Нарышкинская аллея;1;2;1.0;высокая уверенность;77;0;62;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002492;Николая Рериха улица;1;2;0.77;высокая уверенность;118;0;39;9;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
754380161;Новая улица;3;1;1.0;высокая уверенность;223;107;0;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002355;Новомихалковский 1-й проезд;1;2;1.0;высокая уверенность;64;0;12;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002357;Новомихалковский 4-й проезд;2;2;0.73;высокая уверенность;205;0;27;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002360;Новопетровская улица;2;1;0.32;низкая уверенность;192;71;48;2;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002469;Новопетровский проезд (пр.995);2;3;0.17;низкая уверенность;267;0;104;126;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002380;Новосходненское шоссе;1;;0;нужна ручная сверка;359;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002265;Новый Зыковский проезд;1;2;1.0;высокая уверенность;118;0;118;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
13703280;ОРП Ленинградское шоссе вл.71;1;1;0.74;высокая уверенность;196;26;0;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
1325071078;Объездная дорога у поселка Мелькисарово;1;;0;нужна ручная сверка;25;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002383;Охтинская улица;2;;0;нужна ручная сверка;156;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002384;Охтинский проезд;1;;0;нужна ручная сверка;39;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002391;Пакгаузное шоссе;1;2;1.0;высокая уверенность;91;0;56;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
12345070;Панфилова улица;1;2;0.64;средняя уверенность;375;80;222;54;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
1097300315;Парковка вдоль бескудниковского бульвара;1;;0;нужна ручная сверка;42;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
689745536;Парковка на 2-й Магистральной у дома 8;1;;0;нужна ручная сверка;42;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
1098111404;Парковка по ул. Полины Осипенко;1;2;0.05;низкая уверенность;42;0;41;39;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
1207225628;Парковка у «ПАО НПО Алмаз»;1;2;0.35;низкая уверенность;17;0;17;11;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
1093232879;Парковка у Управы района Сокол;1;2;1.0;высокая уверенность;37;0;31;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002393;Пасечная улица;1;1;0.85;высокая уверенность;117;34;5;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002394;Песчаная площадь;1;2;0.74;высокая уверенность;87;0;82;21;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002401;Песчаный переулок;1;2;1.0;высокая уверенность;131;0;66;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002385;Петровско-Разумовская аллея;1;2;0.9;высокая уверенность;199;18;181;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002387;Петровско-Разумовский пр.;1;2;0.91;высокая уверенность;453;16;237;21;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002402;Петрозаводская улица;1;2;0.68;средняя уверенность;406;54;169;54;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
314989689;Пешеходная галерея по Хорошевскому шоссе владение 2-20;1;2;0.34;низкая уверенность;176;78;118;69;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002249;Пешеходная дорожка от Зеленоградской улицы до платформы Ховрино;1;;0;нужна ручная сверка;60;0;2;0;точечный/ориентировочный объект либо цвет линии не считан
10002404;Писцовая улица;3;2;0.68;средняя уверенность;185;57;180;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
314941507;Площадка между сквером у кинотеатром «Баку» и рынком;1;2;0.36;низкая уверенность;50;21;33;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
708061019;Площадка на пересечении ул. Лобненская и Дмитровского ш.;1;;0;нужна ручная сверка;6;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002413;Площадка под автостоянку от Ленинградского шоссе, 112-1 к.1 до Ленинградского шоссе, 112-1 к.4;1;;0;нужна ручная сверка;114;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002444;Площадь перед ипподромом;1;;0;нужна ручная сверка;29;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
1325035243;Подъезд к 2-я улица Новосёлки, 5;1;;0;нужна ручная сверка;3;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002418;Подъезд к ГАИ (Хорошевское шоссе, 40);2;;0;нужна ручная сверка;56;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
1325005215;Подъезд к Охтинский проезд, 6;1;;0;нужна ручная сверка;2;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002422;Подъезд к Химкинскому кладбищу;1;;0;нужна ручная сверка;31;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
999501146;Подъезд к Храму от Ленинградского шоссе;1;;0;нужна ручная сверка;23;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
913388356;Подъезд к д 1 от ул. Маршала Шапошникова;1;3;0.06;низкая уверенность;23;0;16;17;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
1325130165;Подъезд к дому 5А по Старокоптевскому переулку;1;;0;нужна ручная сверка;23;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002477;Подъезд к дому №9 по Фестивальной улице;1;2;1.0;высокая уверенность;44;0;23;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002427;Подъезд к кинотеатру «Волга»;1;2;1.0;высокая уверенность;19;0;9;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002428;Подъезд к кинотеатру «Комсомолец»;1;2;1.0;высокая уверенность;8;0;8;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002426;Подъезд к кинотеатру «Рассвет»;1;3;1.0;высокая уверенность;15;0;0;5;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002421;Подъезд к пл. «НАТИ» от Верхнелихоборской улицы;2;2;0.72;высокая уверенность;234;0;119;33;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002432;Подъезд к плодоовощной конторе (Коровинское ш.35);1;2;1.0;высокая уверенность;60;0;31;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002430;Подъезд к поселку Мелькисарово;2;;0;нужна ручная сверка;43;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
1096633229;Подъезд от 3-ей Магистральной ул. к автобазе ОЭК 18 с.1;1;;0;нужна ручная сверка;82;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
1030965467;Подъезд от Ижорской улицы к д.8 с.2;1;2;1.0;высокая уверенность;41;0;29;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
1030969007;Подъезд от Ижорской улицы к д.8Г с.1;1;2;1.0;высокая уверенность;35;0;35;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
975114306;Подъезд от Михалковской улицы к станции МЦК Коптево;1;2;0.97;высокая уверенность;96;0;76;2;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
1032750144;Подъезд от Путейской улицы к автомойке;1;;0;нужна ручная сверка;19;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
692179795;Подъездной путь от Хорошевского шоссе до ул. Зорге вл. 7Б;1;2;1.0;высокая уверенность;58;0;49;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
1100186205;Подъездные пути к ЖК Любовь и голуби;2;3;0.29;низкая уверенность;95;0;0;5;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002436;Полевая улица (ГБУ «Жилищник района Молжаниновский»);1;;0;нужна ручная сверка;85;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002439;Полтавская улица;3;2;0.2;низкая уверенность;295;103;129;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002442;Пр-д к школе-интернату N 45;1;2;0.79;высокая уверенность;57;11;53;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002496;Пр-д от Дубнинской ул. до торгового центра вдоль д.17 корп.1 до Бескудниковского б-ра д.8 корп.4;1;1;0.47;средняя уверенность;37;30;0;16;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002239;Правая Дворцовая аллея;1;2;0.54;средняя уверенность;38;11;24;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002547;Правобережная ул.;2;2;0.13;низкая уверенность;189;65;75;37;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
1167944427;Правосторонний съезд с ул. Талдомская на Путейскую ул.;1;3;0.14;низкая уверенность;117;0;63;73;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002548;Прибрежный проезд;1;2;1.0;высокая уверенность;197;0;98;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002549;Приозёрная ул.;1;;0;нужна ручная сверка;155;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
1323990853;Продольная аллея;1;3;1.0;высокая уверенность;7;0;0;3;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002467;Проезд N 5 от ул. Зорге до ул. Куусинена;1;;0;нужна ручная сверка;33;0;0;1;точечный/ориентировочный объект либо цвет линии не считан
10002182;Проезд Аэропорта;1;2;0.01;низкая уверенность;132;100;101;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002449;Проезд Березовой Рощи;1;3;0.08;низкая уверенность;502;0;74;81;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
701391882;Проезд Березовой Рощи напротив д. 10;1;2;1.0;высокая уверенность;7;0;4;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
312823977;Проезд Черепановых, участок от ул. Лихоборские бугры до д. 72;1;;0;нужна ручная сверка;145;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
946451160;Проезд в тупик от Новосходненского шоссе дома 28 до дома 26;1;;0;нужна ручная сверка;7;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002473;Проезд вдоль 4-й детской больницы;1;3;0.59;средняя уверенность;104;0;0;11;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
972447957;Проезд вдоль Дмитровского ш. от Яхромского проезда.;1;1;0.0;низкая уверенность;42;12;12;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002471;Проезд вдоль Дмитровского шоссе от Красностуденческого проезда до Верхней аллеи;1;1;0.42;средняя уверенность;124;78;45;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002472;Проезд вдоль Дмитровского шоссе от Лобненской улицы до Яхромской улицы;2;3;0.32;низкая уверенность;160;4;32;47;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002475;Проезд вдоль Ленинградского шоссе между Колпинской улицей и Ленинградским шоссе;1;;0;нужна ручная сверка;161;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002450;Проезд вдоль Петрозаводской ул. от д.2 до д.8;1;2;0.29;низкая уверенность;14;0;14;10;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
1095571369;Проезд вдоль дома 10 с. 2 по улице Вучетича;1;2;0.69;средняя уверенность;76;0;52;16;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
1334361572;Проезд вдоль станции метро Лианозово;1;3;1.0;высокая уверенность;100;0;0;95;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002474;Проезд вдоль улицы Космонавта Волкова;2;2;1.0;высокая уверенность;159;0;44;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002665;Проезд вокруг автомойки по адресу ул.Космонавта Волкова 26А;1;;0;нужна ручная сверка;39;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002452;Проезд к Братцевской птицефабрике;1;2;0.49;средняя уверенность;373;168;332;10;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
1030712239;Проезд к Грузовому автосервису, Ижорская д.6 с.9;1;;0;нужна ручная сверка;11;0;1;0;точечный/ориентировочный объект либо цвет линии не считан
1097558344;Проезд к Дубнинской улице 83А;2;1;0.8;высокая уверенность;132;104;0;21;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
1097252516;Проезд к Дубнинскому пр. 102;1;1;1.0;высокая уверенность;79;19;0;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
1032247722;Проезд к Ленинградскому шоссе, вл. 65;1;2;0.32;низкая уверенность;52;0;3;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
1088989311;Проезд к Ленинградскому шоссе, вл. 77А, стр.1;1;;0;нужна ручная сверка;50;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
1030392802;Проезд к МВД (район Коптево);2;2;0.34;низкая уверенность;44;0;44;29;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
1091126751;Проезд к Правобережной улице, вл. 1Б;1;1;0.29;низкая уверенность;59;59;42;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
696723989;Проезд к Российскому подарку от ул. Зорге;1;2;0.68;средняя уверенность;61;0;38;12;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
689701320;Проезд к Хорошевскому шоссе вл. 38, корп. 138;1;;0;нужна ручная сверка;42;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
757167368;Проезд к гаражам от северного вестибюля ст. метро «Речной вокзал»;1;;0;нужна ручная сверка;105;0;1;0;точечный/ориентировочный объект либо цвет линии не считан
1324082717;Проезд к д. 49, к.1 по Дмитровскому шоссе;3;2;1.0;высокая уверенность;36;0;29;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002478;Проезд к дому №5 по Флотской улице ( подъезд к МФС №6 );1;2;0.76;высокая уверенность;40;0;38;9;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
692179961;Проезд к платформе «Зорге»(Новопесчаная), прилегающая к платформе;1;2;1.0;высокая уверенность;24;0;16;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
753910184;Проезд к сухой снегосвалке со стороны Московской окружной ж.д. (Черепановых проезд д. 23А);1;;0;нужна ручная сверка;95;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10005173;Проезд между д. 98 и д. 100 по Дмитровскому шоссе к д. 1-5 по ул. 800-летия Москвы;1;1;0.82;высокая уверенность;40;33;6;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
1101089063;Проезд между д.7 и д.9 к.1 по ул. Вучетича;1;;0;нужна ручная сверка;17;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
1325839481;Проезд между домами 13 и 15 с.2 по 4-му Лихачевскому переулку;1;;0;нужна ручная сверка;11;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
1095516707;Проезд между домами 24, строение 2 и 26, строение 2 по Онежской улице;1;2;0.67;средняя уверенность;6;0;6;2;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002490;Проезд от 1-го Войковского проезда до 5-го Войковского проезда;1;2;0.99;высокая уверенность;90;0;16;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002529;Проезд от 1-го до 2-го Новоподмосковного переулка;1;2;1.0;высокая уверенность;122;0;60;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
702256433;Проезд от 3-й Магистральной ул. До 1-й Магистральной ул.;1;1;0.72;высокая уверенность;40;40;11;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002525;Проезд от 3-й Магистральной улицы до предприятий;1;2;1.0;высокая уверенность;172;0;115;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
696778992;Проезд от 4-й Магистральной ул. к Росгеофонду;1;2;1.0;высокая уверенность;44;0;35;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
886832264;Проезд от 8-го Новоподмосковного переулка вдоль дома 15 к.1 по Большой Академической ул.;1;;0;нужна ручная сверка;34;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002453;Проезд от Ангарской улицы до улицы С.Ковалевской;1;2;0.97;высокая уверенность;39;0;38;1;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002480;Проезд от Астрадамской ул. до ул. Вучетича;2;1;0.82;высокая уверенность;45;45;8;1;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002481;Проезд от Б.Академической ул.к зданию ВОХР (Б.Академическая ул. 22к.7);1;;0;нужна ручная сверка;78;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002482;Проезд от Беговой улицы до б/з ( весь пр.пр. 1808);1;2;1.0;высокая уверенность;66;0;14;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10005170;Проезд от Беломорской ул. 18, к.1 до Смольной ул;1;2;0.76;высокая уверенность;80;0;11;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002483;Проезд от Беломорской ул. к пожарной части № 31;1;2;0.0;низкая уверенность;30;0;16;16;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002484;Проезд от Беломорской ул.18, к.1 до Беломорской ул.;1;2;0.88;высокая уверенность;57;0;9;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002489;Проезд от Валдайского проезда до Левобережной улицы;2;2;0.66;средняя уверенность;75;12;35;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
12344968;Проезд от Валдайского проезда до Ленинградского шоссе;1;;0;нужна ручная сверка;59;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10006106;Проезд от Валдайского проезда до Прибрежного проезда;1;2;0.85;высокая уверенность;72;0;11;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
12344839;Проезд от Валдайского проезда до Смольной улицы;1;2;1.0;высокая уверенность;108;0;62;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
753930590;Проезд от Верхней аллеи до Дмитровского шоссе (Дмитровское шоссе 47 к.2);1;3;0.45;средняя уверенность;42;12;7;22;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002435;Проезд от Верхнелихоборской улицы до Ильменского проезда 1с.43;1;3;0.19;низкая уверенность;85;24;55;68;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
794104359;Проезд от Дмитровского шоссе до Коровинского шоссе;1;2;0.0;низкая уверенность;42;0;42;42;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002405;Проезд от Дмитровского шоссе до Селигерской улицы до д.18к.1;2;2;0.67;средняя уверенность;130;14;42;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
1099944147;Проезд от Дмитровского шоссе до ТПУ Тимирязевская;1;;0;нужна ручная сверка;8;2;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002537;Проезд от Дмитровского шоссе до Тимирязевской улицы;3;1;0.76;высокая уверенность;209;80;19;10;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002504;Проезд от Дмитровского шоссе до улицы Костякова у кинотеатра Искра;1;3;0.22;низкая уверенность;59;25;29;37;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002499;Проезд от Дмитровского шоссе к Ивановской улице у прачечной «Чайка»;1;2;0.95;высокая уверенность;35;0;6;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002470;Проезд от Дмитровского шоссе к институту «Зерна»;1;1;1.0;высокая уверенность;27;27;0;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002552;Проезд от Дубнинской улицы до ОАО «НИИ стали»;1;1;0.58;средняя уверенность;166;132;4;56;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002454;Проезд от Дубнинской улицы до института ВИСТИ;1;;0;нужна ручная сверка;30;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10005159;Проезд от Ижорской улицы к снегосплавильной камере (ул.Бусиновская Горка 1Г);1;2;0.22;низкая уверенность;87;46;59;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002455;Проезд от Комсомольской улице к ТП;1;;0;нужна ручная сверка;185;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002456;Проезд от Коптевской улицы до К.Цеткин улицы;3;1;0.04;низкая уверенность;71;53;51;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002506;Проезд от Красностуденческого проезда до улицы Немчинова;1;2;0.87;высокая уверенность;17;0;15;2;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002440;Проезд от Кронштадтского бульвара до церкви (Кронштадтский бульвар вл.24к.1);1;2;1.0;высокая уверенность;48;0;25;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002457;Проезд от Левобережной улицы до МКАД;1;2;0.92;высокая уверенность;141;4;48;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002507;Проезд от Левобережной улицы до улицы Дыбенко;1;2;0.2;низкая уверенность;131;0;51;41;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10005172;Проезд от Левой Дворцовой аллеи до ул. Красноармейской улицы;1;2;1.0;высокая уверенность;32;0;7;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002446;Проезд от Ленинградского проспекта до улицы Авиаконструктора Яковлева;1;2;1.0;высокая уверенность;85;0;85;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
949276145;Проезд от Ленинградского шоссе 296 до дома 300;2;;0;нужна ручная сверка;47;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002517;Проезд от Ленинградского шоссе д.д. № 46,48 до улицы Адмирала Макарова д. № 31;1;3;0.17;низкая уверенность;53;0;20;24;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002520;Проезд от Ленинградского шоссе до 2-го Новоподмосковного переулка;2;2;0.92;высокая уверенность;213;0;99;8;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002458;Проезд от Ленинградского шоссе до 3-й Сестрорецкой улицы;8;;0;нужна ручная сверка;149;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002519;Проезд от Ленинградского шоссе до Иваньковского шоссе (Никольский тупик);1;2;0.29;низкая уверенность;84;20;28;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002518;Проезд от Ленинградского шоссе до реки Клязьмы;1;;0;нужна ручная сверка;433;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002522;Проезд от Ленинградского шоссе до станции «Планерная»;1;;0;нужна ручная сверка;77;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
949264400;Проезд от Ленинградского шоссе к 374 дому;1;;0;нужна ручная сверка;15;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002512;Проезд от Ленинградского шоссе к дому отдыха «Чайка»;1;2;0.86;высокая уверенность;71;8;59;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002523;Проезд от Ленинградского шоссе к промзоне Новоподрезково;1;;0;нужна ручная сверка;36;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10005168;Проезд от Ленинградского шоссе, вл. 53-57;1;2;1.0;высокая уверенность;45;0;32;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10005165;Проезд от Ленинградского шоссе, вл. 71;1;;0;нужна ручная сверка;79;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002515;Проезд от Ленинградского шоссе, д.47 к спортгородку;1;;0;нужна ручная сверка;22;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002516;Проезд от Ленинградского шоссе, д.д. 41-43 до спасательной станции;1;2;1.0;высокая уверенность;79;0;29;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002511;Проезд от Ленинрадского ш. до Ленинградского ш. 96, к.5;1;2;1.0;высокая уверенность;94;0;59;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
314762004;Проезд от Ленинрадского ш.67 до ЖК «Акватория»;1;2;0.46;средняя уверенность;107;0;50;27;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
743160645;Проезд от Лихоборской набережной к очистным сооружениям №2;1;3;0.46;средняя уверенность;61;0;0;5;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10005175;Проезд от Лихоборской набережной к платформе НАТИ (Съезд с СВХ до Лихоборской набережной);1;3;0.66;средняя уверенность;42;0;0;5;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
951786094;Проезд от Локомотивного проезда до дома 21 (НИИ Строительной физики);1;3;0.36;низкая уверенность;47;0;30;47;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10005179;Проезд от Мелькисаровской улице от д.28 до д.49;1;;0;нужна ручная сверка;64;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002527;Проезд от Михалковской ул. до 3-го Новомихалковского пр-да;1;2;1.0;высокая уверенность;69;0;31;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
969198965;Проезд от Московской аллеи до Петровско-Разумовской аллеи;1;2;1.0;высокая уверенность;154;0;96;0;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002530;Проезд от Нарвской улицы до метро «Водный стадион»;1;2;0.65;средняя уверенность;315;0;85;30;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002531;Проезд от Нарвской улицы к СИЗО;1;2;0.0;низкая уверенность;80;0;80;80;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
949261261;Проезд от Новосходненского ш. до ст.«Новоподрезково» (Верескино);1;;0;нужна ручная сверка;167;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
974240417;Проезд от Новосходненского шоссе дома 42 до дома 46 стр 12;1;;0;нужна ручная сверка;31;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
949262595;Проезд от Новосходненского шоссе от дома 72 дома 74;1;;0;нужна ручная сверка;13;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10005153;Проезд от Новосходненского шоссе, до д.61 по Новосходненскому шоссе;1;;0;нужна ручная сверка;69;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
945059477;Проезд от ОДХ «Проезд от ул Вагоноремонтная д 4 до ЛКСМиК» до въезда в физкультурно-оздоровительного центра;1;;0;нужна ручная сверка;7;0;0;0;точечный/ориентировочный объект либо цвет линии не считан
10002533;Проезд от Петровско-Разумовской аллеи до ул.Н.Башиловка;1;2;0.97;высокая уверенность;59;0;59;2;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
10002534;Проезд от Петрозаводской ул. до Зеленоградской ул.;1;1;0.31;низкая уверенность;381;152;105;80;"историческая PDF-разметка; отдельная врезка Молжаниновского учитывается"
